gene_id_clean,GSE130_lfc,GSE130_padj,GSE135_lfc,GSE135_padj,gene_symbol,status_130,status_135,Category,Sub_Category
ENSG00000232533,1.89215753562798,9.96825777205281e-06,0.295368146767843,0.190645409493523,FAM131B-AS2,UP,NS,Unique_Up,Unique_to_130
ENSG00000204860,2.63822067238402,1.00333486963135e-05,0.37082903025498,0.370999347905642,FAM201A,UP,NS,Unique_Up,Unique_to_130
ENSG00000144476,2.09316249727142,1.16403920918826e-05,0.0188872641063841,0.969674400243235,ACKR3,UP,NS,Unique_Up,Unique_to_130
ENSG00000124762,1.62022441377497,1.19831627634488e-05,1.65534955735011,1.6284917479798598e-11,CDKN1A,UP,UP,Shared_Up,Shared
ENSG00000160746,0.945652782468708,1.20636490063189e-05,1.06109080815942,1.97545618009649e-13,ANO10,UP,UP,Shared_Up,Shared
ENSG00000197461,1.8308901113657,1.20636490063189e-05,1.54020307169353,1.06614052629092e-06,PDGFA,UP,UP,Shared_Up,Shared
ENSG00000094804,2.59152791696047,1.32240441715071e-05,1.3017838824327,0.0002515221657196,CDC6,UP,UP,Shared_Up,Shared
ENSG00000102804,0.80548823471082,1.33653721955429e-05,0.280227581840322,0.174960766796134,TSC22D1,UP,NS,Unique_Up,Unique_to_130
ENSG00000080200,0.562888226891884,1.38204568823447e-05,1.65657256721946,5.3448704686170386e-11,CRYBG3,UP,UP,Shared_Up,Shared
ENSG00000180071,1.85260514343191,1.38204568823447e-05,0.360906812790743,0.547566442660899,ANKRD18A,UP,NS,Unique_Up,Unique_to_130
ENSG00000133985,2.29755600528733,1.41026015946258e-05,0.576481412485915,0.146478301753471,TTC9,UP,NS,Unique_Up,Unique_to_130
ENSG00000118515,1.17090203639591,1.4307796946864e-05,-0.94769867761494,3.88011167140932e-06,SGK1,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000291234,-1.62590341880698,1.45633180045044e-05,0.631759689076775,0.046926354672641,ENSG00000291234,DOWN,UP,Contradictory,UP_in_135_DOWN_in_130
ENSG00000184743,0.625549763288757,1.79611570923046e-05,-0.0077654374403486,0.974047166696575,ATL3,UP,NS,Unique_Up,Unique_to_130
ENSG00000108819,0.696900549683166,1.85956013967048e-05,0.57727320922844,0.0004544593127263,PPP1R9B,UP,UP,Shared_Up,Shared
ENSG00000025708,1.20316291113125,2.01592387289022e-05,1.3016310333814,1.15799203973564e-09,TYMP,UP,UP,Shared_Up,Shared
ENSG00000146670,1.62551026761797,2.24434894263418e-05,1.08865922175472,1.67069452553229e-05,CDCA5,UP,UP,Shared_Up,Shared
ENSG00000184545,2.94018616016493,2.28281477066625e-05,1.90499810838398,0.0001037861978142,DUSP8,UP,UP,Shared_Up,Shared
ENSG00000203434,7.0753512223694,2.3290436379467e-05,5.16527045783786,3.02696261485106e-08,ENSG00000203434,UP,UP,Shared_Up,Shared
ENSG00000117676,1.18280316746519,2.36075748810749e-05,0.701679732811602,0.0007362007846282,RPS6KA1,UP,UP,Shared_Up,Shared
ENSG00000108654,0.418157702796414,2.53344231197227e-05,0.394878069926152,0.0038377935305125,DDX5,UP,UP,Shared_Up,Shared
ENSG00000164938,0.941231394354327,2.57300089980874e-05,-0.192682883093196,0.459519072363119,TP53INP1,UP,NS,Unique_Up,Unique_to_130
ENSG00000146535,0.818985571014365,2.59242252794088e-05,1.00204358203742,1.1066387739547e-12,GNA12,UP,UP,Shared_Up,Shared
ENSG00000083857,1.5714927532202,2.69001245150006e-05,1.68804119132038,5.9260381811603215e-09,FAT1,UP,UP,Shared_Up,Shared
ENSG00000138107,0.610618297231662,2.96187820196818e-05,0.515404310119302,1.0187014055371202e-09,ACTR1A,UP,UP,Shared_Up,Shared
ENSG00000228751,-1.4548807302237,2.98218291573334e-05,2.42035700473879,7.15791264184604e-05,ENSG00000228751,DOWN,UP,Contradictory,UP_in_135_DOWN_in_130
ENSG00000146826,0.866485243296654,2.98218291573334e-05,0.623017414854387,0.0250432760839675,TRAPPC14,UP,UP,Shared_Up,Shared
ENSG00000123240,0.643590634249943,2.98218291573334e-05,0.46997402409668,1.9454899739243e-06,OPTN,UP,UP,Shared_Up,Shared
ENSG00000140391,0.77392811874196,3.90266265524657e-05,0.0211008932935825,0.916994743844594,TSPAN3,UP,NS,Unique_Up,Unique_to_130
ENSG00000130762,1.22836876816372,4.07903618139737e-05,1.16902405814956,1.87833506083756e-05,ARHGEF16,UP,UP,Shared_Up,Shared
ENSG00000132693,2.5806156844691,4.16764894383494e-05,-1.43410333604492,0.006299153018452,CRP,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000090382,1.8654760833514,4.63488253846679e-05,0.995004200802912,0.0065262611737603,LYZ,UP,UP,Shared_Up,Shared
ENSG00000232810,1.7841956590041,4.73869351851701e-05,0.821058233835054,0.0073480501651827,TNF,UP,UP,Shared_Up,Shared
ENSG00000131323,0.514499997410287,4.73869351851701e-05,0.596786235327554,8.191249085504351e-10,TRAF3,UP,UP,Shared_Up,Shared
ENSG00000059588,0.468721622001767,4.81906559912404e-05,-0.0899168372624628,0.606058871731175,TARBP1,UP,NS,Unique_Up,Unique_to_130
ENSG00000113645,0.878420435576348,4.87331042456014e-05,0.880804634408603,7.5318571181771e-09,WWC1,UP,UP,Shared_Up,Shared
ENSG00000115009,4.35782899487073,5.29752488758928e-05,1.12206523646655,0.110142122202523,CCL20,UP,NS,Unique_Up,Unique_to_130
ENSG00000116661,1.61484111203021,5.55217955261894e-05,1.35610049352856,4.13969258461924e-10,FBXO2,UP,UP,Shared_Up,Shared
ENSG00000128245,0.931559264642416,5.94471721684695e-05,0.123357224740038,0.500937397620135,YWHAH,UP,NS,Unique_Up,Unique_to_130
ENSG00000131389,1.11704473956057,6.02878898934922e-05,0.57405491304119,0.0474871826824074,SLC6A6,UP,UP,Shared_Up,Shared
ENSG00000181026,1.1916827981567,6.11156462724927e-05,1.3629883992622,7.80279071636045e-16,AEN,UP,UP,Shared_Up,Shared
ENSG00000143333,2.65293668123798,6.65937610539585e-05,-1.48623475028704,0.0003006389870375,RGS16,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000237700,4.95633998934925,6.74758793412228e-05,2.90913955558077,1.83294514761564e-05,PRAMEF33,UP,UP,Shared_Up,Shared
ENSG00000187545,5.35427346001214,7.00850860935408e-05,3.04291140652968,5.71338637164637e-06,PRAMEF10,UP,UP,Shared_Up,Shared
ENSG00000134769,2.08531023478208,7.08327965510121e-05,2.38735253201921,6.94255293643251e-10,DTNA,UP,UP,Shared_Up,Shared
ENSG00000266338,1.17856520384817,7.7257134551592e-05,0.887748467961887,3.38697784528752e-06,NBPF15,UP,UP,Shared_Up,Shared
ENSG00000111057,1.1190444637502,7.9585438784783e-05,1.13258490367096,1.4600667422377398e-11,KRT18,UP,UP,Shared_Up,Shared
ENSG00000106123,1.22377428108804,8.02585792539034e-05,0.743104691590293,0.0018190413105118,EPHB6,UP,UP,Shared_Up,Shared
ENSG00000182054,0.693784963930639,8.02585792539034e-05,0.633829429355124,1.71033584828632e-05,IDH2,UP,UP,Shared_Up,Shared
ENSG00000139269,1.2806883278862,8.51971793238645e-05,2.20182124360398,2.59952531491628e-23,INHBE,UP,UP,Shared_Up,Shared
ENSG00000163069,1.06589238537949,8.87395003393196e-05,0.352931948467062,0.0944737882995459,SGCB,UP,NS,Unique_Up,Unique_to_130
ENSG00000187474,1.51231736888659,8.96870285552409e-05,0.398635409870516,0.316113817210143,FPR3,UP,NS,Unique_Up,Unique_to_130
ENSG00000100985,2.59613874219268,9.67972344542415e-05,1.51955293326149,0.0041395378007241,MMP9,UP,UP,Shared_Up,Shared
ENSG00000196209,1.69162788516549,9.68240506998911e-05,1.13023742815714,0.0054129653004825,SIRPB2,UP,UP,Shared_Up,Shared
ENSG00000158406,1.70394129453778,9.74730518108418e-05,0.562586446242905,0.162147510310165,H4C8,UP,NS,Unique_Up,Unique_to_130
ENSG00000175445,2.9630498197185,9.99381414239445e-05,2.29071210379474,2.68896895255721e-06,LPL,UP,UP,Shared_Up,Shared
ENSG00000102452,1.80846393010689,0.0001013360667778,1.81705418883961,4.91648450101584e-07,NALCN,UP,UP,Shared_Up,Shared
ENSG00000165105,2.29542083763496,0.000103505107209,1.70457574708461,1.7307655942063e-06,RASEF,UP,UP,Shared_Up,Shared
ENSG00000163435,1.25156891270419,0.0001057865487932,-0.439445719929318,0.176816561165254,ELF3,UP,NS,Unique_Up,Unique_to_130
ENSG00000170421,1.0570669204346,0.0001112391342677,1.44074369560332,2.93157368038628e-17,KRT8,UP,UP,Shared_Up,Shared
ENSG00000136167,1.06424425428119,0.0001112391342677,0.292427074173016,0.302381380633383,LCP1,UP,NS,Unique_Up,Unique_to_130
ENSG00000162704,0.777853978742784,0.0001118205498169,-0.51663407670855,0.0060168394685436,ARPC5,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000122420,1.6187009238037,0.0001120644309772,0.593419083322264,0.150992060713826,PTGFR,UP,NS,Unique_Up,Unique_to_130
ENSG00000173744,0.575065814693009,0.0001133974947588,0.195025079073528,0.360759920665758,AGFG1,UP,NS,Unique_Up,Unique_to_130
ENSG00000141858,0.998269205320768,0.0001173934187069,-0.180266013390419,0.551468709032669,SAMD1,UP,NS,Unique_Up,Unique_to_130
ENSG00000091409,1.14322957051432,0.0001199812194431,0.480430341923457,0.0107551524662067,ITGA6,UP,UP,Shared_Up,Shared
ENSG00000276600,1.9213744680236,0.0001240130371588,1.31409411267837,2.34223081758823e-05,RAB7B,UP,UP,Shared_Up,Shared
ENSG00000167105,2.58064327983834,0.0001252952035938,-0.967992460098732,0.0293992936363483,TMEM92,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000162772,1.67502716379539,0.0001294430116741,-1.31146775285844,5.294874069380569e-09,ATF3,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000187288,4.39909642593723,0.0001295581069795,3.45877583594263,6.434414335839349e-11,CIDEC,UP,UP,Shared_Up,Shared
ENSG00000158710,1.14449961516809,0.0001384071499225,0.578225422578609,1.84703329000086e-05,TAGLN2,UP,UP,Shared_Up,Shared
ENSG00000130592,1.18329618083633,0.0001500350164636,0.549334749231088,0.0407510836599832,LSP1,UP,UP,Shared_Up,Shared
ENSG00000165731,2.79358956053116,0.0001526691729922,0.7808054018119,0.0838366662241702,RET,UP,NS,Unique_Up,Unique_to_130
ENSG00000128284,1.32641092475544,0.0001555831847918,1.17334762137962,1.47688840194827e-07,APOL3,UP,UP,Shared_Up,Shared
ENSG00000070540,0.779169963958858,0.000160343501446,0.7400395362119,1.0961021272707e-05,WIPI1,UP,UP,Shared_Up,Shared
ENSG00000033178,0.505398927023549,0.0001659795604008,-0.274206646403493,0.224729145297546,UBA6,UP,NS,Unique_Up,Unique_to_130
ENSG00000019582,1.10791970315058,0.0001659795604008,0.323341231196529,0.280853215493066,CD74,UP,NS,Unique_Up,Unique_to_130
ENSG00000197965,0.829244744133612,0.0001659971407761,0.663688085099484,3.05965121155908e-09,MPZL1,UP,UP,Shared_Up,Shared
ENSG00000106868,0.933034254006111,0.0001673055688175,1.01252461408372,0.0001251007879242,SUSD1,UP,UP,Shared_Up,Shared
ENSG00000135709,0.614143479798984,0.0001724883350026,0.909742456262364,1.39393455789722e-09,KIAA0513,UP,UP,Shared_Up,Shared
ENSG00000029993,0.863731146208313,0.0001724883350026,0.195056181070638,0.236599819174366,HMGB3,UP,NS,Unique_Up,Unique_to_130
ENSG00000077152,2.02257769553856,0.0001832408365377,0.70360553334415,0.0057190505020322,UBE2T,UP,UP,Shared_Up,Shared
ENSG00000090520,0.747828064436875,0.0001867411923714,0.193598351924209,0.314932488724369,DNAJB11,UP,NS,Unique_Up,Unique_to_130
ENSG00000030419,0.675164456953278,0.0001914970417089,-0.157006248271416,0.685302710420642,IKZF2,UP,NS,Unique_Up,Unique_to_130
ENSG00000203805,1.72005168887598,0.0001932659886373,0.71667620770045,0.0320619888894981,PLPP4,UP,UP,Shared_Up,Shared
ENSG00000150867,0.646312182826832,0.0001951057418076,-0.142397535041764,0.440674311487345,PIP4K2A,UP,NS,Unique_Up,Unique_to_130
ENSG00000165175,0.830402098709153,0.0001956995507138,1.28578987736664,1.31049057453672e-11,MID1IP1,UP,UP,Shared_Up,Shared
ENSG00000197798,0.394849095652352,0.0001962363603583,0.522733075238488,2.28711329638649e-06,FAM118B,UP,UP,Shared_Up,Shared
ENSG00000103591,0.560164011430004,0.0002006001528027,0.616090856454329,1.12258336741639e-10,AAGAB,UP,UP,Shared_Up,Shared
ENSG00000267121,1.29575731499845,0.0002006001528027,0.169610577001556,0.791397640855306,FMNL1-DT,UP,NS,Unique_Up,Unique_to_130
ENSG00000163075,1.9704101990873,0.0002095040561316,1.9139559484895,9.77088720543732e-07,CFAP221,UP,UP,Shared_Up,Shared
ENSG00000233829,2.85119364645859,0.0002159689536854,1.70160800632957,0.0338390678729648,RPL26P15,UP,UP,Shared_Up,Shared
ENSG00000125538,1.75591678644157,0.0002159689536854,-0.946374155437934,0.0043458505547625,IL1B,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000101210,5.52847819552182,0.0002159689536854,6.65839203574043,1.63502526071709e-14,EEF1A2,UP,UP,Shared_Up,Shared
ENSG00000062598,0.540163304019019,0.0002174679401989,0.508463580952833,2.81473009809671e-07,ELMO2,UP,UP,Shared_Up,Shared
ENSG00000136504,-0.320714418016972,0.0002186449680625,0.342643633665945,4.72378480608717e-05,KAT7,DOWN,UP,Contradictory,UP_in_135_DOWN_in_130
ENSG00000085265,1.41184455783251,0.0002247845034745,1.25204668051491,0.0001290382700325,FCN1,UP,UP,Shared_Up,Shared
ENSG00000237943,1.14202832012732,0.0002348237434311,-0.392169117647752,0.145399038971713,PRKCQ-AS1,UP,NS,Unique_Up,Unique_to_130
ENSG00000170006,1.77478308858082,0.0002425571713849,-0.264821291491254,0.601650768269311,TMEM154,UP,NS,Unique_Up,Unique_to_130
ENSG00000179630,0.926054255646659,0.0002430811449999,0.231218811397533,0.409033572773776,LACC1,UP,NS,Unique_Up,Unique_to_130
ENSG00000211584,0.55691788218685,0.0002454654234105,0.401353256783893,0.0001723616488489,SLC48A1,UP,UP,Shared_Up,Shared
ENSG00000132305,0.435619565134555,0.0002618217878572,0.587464396710516,2.79944813977428e-11,IMMT,UP,UP,Shared_Up,Shared
ENSG00000029153,1.38727055767848,0.0002624536521824,0.239369110580536,0.413747639920278,BMAL2,UP,NS,Unique_Up,Unique_to_130
ENSG00000112149,1.31581801411419,0.0002653191203057,-0.587343427440119,0.0437246189331859,CD83,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000060656,0.914103021338865,0.0002822638341889,1.35650140659965,1.55526342056957e-13,PTPRU,UP,UP,Shared_Up,Shared
ENSG00000277775,2.43078721213865,0.0002871242307831,,,H3C7,UP,NS,Unique_Up,Unique_to_130
ENSG00000183049,0.826959357419971,0.0002871242307831,0.0980737526586369,0.638608394106445,CAMK1D,UP,NS,Unique_Up,Unique_to_130
ENSG00000179051,0.666170693619652,0.0002944654222926,0.376874833824661,0.0012574556761764,RCC2,UP,UP,Shared_Up,Shared
ENSG00000177485,0.708729757782169,0.0002944654222926,0.724740892779933,0.0073364323674792,ZBTB33,UP,UP,Shared_Up,Shared
ENSG00000132879,0.752148716413043,0.0002979946093761,0.426767057800087,0.038886901988329,FBXO44,UP,UP,Shared_Up,Shared
ENSG00000143476,1.90340815746682,0.0003053422567948,1.13533181104491,0.0072038989985141,DTL,UP,UP,Shared_Up,Shared
ENSG00000234380,2.42431413740506,0.0003075305856314,0.880717287396671,0.0567467364798305,LINC01426,UP,NS,Unique_Up,Unique_to_130
ENSG00000117091,1.34933935382514,0.0003179859987911,-0.253935381916918,0.402163569983761,CD48,UP,NS,Unique_Up,Unique_to_130
ENSG00000121064,0.934574830359921,0.00031973589819,0.327498663780963,0.0697812482531164,SCPEP1,UP,NS,Unique_Up,Unique_to_130
ENSG00000231336,2.90921920909878,0.0003221623917219,,,ENSG00000231336,UP,NS,Unique_Up,Unique_to_130
ENSG00000103187,0.933725866329705,0.0003261929604516,-0.0814683061815781,0.793985961533791,COTL1,UP,NS,Unique_Up,Unique_to_130
ENSG00000198689,0.502773744696962,0.0003272901994952,-0.0385501719197284,0.867982549928829,SLC9A6,UP,NS,Unique_Up,Unique_to_130
ENSG00000198208,1.0667245300814,0.0003414218414814,1.72058441046301,1.76235171433888e-09,RPS6KL1,UP,UP,Shared_Up,Shared
ENSG00000197879,0.54042241791713,0.0003567341678492,0.999089827194543,4.0035432381319606e-15,MYO1C,UP,UP,Shared_Up,Shared
ENSG00000119383,0.732926385583326,0.0003630848020899,0.730292153475889,4.09336464204813e-09,PTPA,UP,UP,Shared_Up,Shared
ENSG00000204767,0.947064429566412,0.000407480665344,1.13141239768868,0.140534046206477,INSYN2B,UP,NS,Unique_Up,Unique_to_130
ENSG00000102287,1.66958626372705,0.00041564394806,1.02653237317525,0.0114033444893419,GABRE,UP,UP,Shared_Up,Shared
ENSG00000112249,0.509766489969052,0.0004198048640809,0.66247574230159,0.0019010944981513,ASCC3,UP,UP,Shared_Up,Shared
ENSG00000167208,1.13098398634022,0.0004198048640809,-0.271059377842937,0.324617293092171,SNX20,UP,NS,Unique_Up,Unique_to_130
ENSG00000160326,0.955642907004849,0.000428034067146,0.60417899014671,0.0157431478781085,SLC2A6,UP,UP,Shared_Up,Shared
ENSG00000287200,1.24924555806837,0.0004341222765982,0.236049666581165,0.419624183132974,ENSG00000287200,UP,NS,Unique_Up,Unique_to_130
ENSG00000172115,0.962908227383573,0.0004429683854864,-0.99667259931674,0.0020856817729523,CYCS,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000234544,5.96297466728224,0.0004460144259514,,,PTGES3P5,UP,NS,Unique_Up,Unique_to_130
ENSG00000176273,0.909522201840247,0.0004526693169951,0.821415641442107,0.0006659254273028,SLC35G1,UP,UP,Shared_Up,Shared
ENSG00000176597,2.1170226276293,0.0004555060901556,0.954996348621257,0.0353687559048571,B3GNT5,UP,UP,Shared_Up,Shared
ENSG00000115520,0.737395894782107,0.0004597697888337,-0.274324927726477,0.24866370866535,COQ10B,UP,NS,Unique_Up,Unique_to_130
ENSG00000105499,1.0078464549311,0.0004597697888337,0.601327674703746,0.0258209159406678,PLA2G4C,UP,UP,Shared_Up,Shared
ENSG00000172667,1.04747174753735,0.0004653612350333,1.31630928061669,6.30858011918577e-08,ZMAT3,UP,UP,Shared_Up,Shared
ENSG00000134901,0.705112914063403,0.0004658630062911,0.619330311635169,6.92670056406086e-06,POGLUT2,UP,UP,Shared_Up,Shared
ENSG00000164111,1.38145080040221,0.0004800479068153,-0.177586910392302,0.416402508843328,ANXA5,UP,NS,Unique_Up,Unique_to_130
ENSG00000186432,0.464355687081143,0.0004850877143792,-0.0622671123716843,0.761662959096294,KPNA4,UP,NS,Unique_Up,Unique_to_130
ENSG00000197747,1.38547769523074,0.000521276263358,-0.116722200801343,0.601999529934188,S100A10,UP,NS,Unique_Up,Unique_to_130
ENSG00000108829,0.63631898201855,0.0005260981494693,0.542675155481597,0.0001968816696685,LRRC59,UP,UP,Shared_Up,Shared
ENSG00000090339,0.976247201493878,0.0005414832568951,0.758808564181342,0.0035502572761694,ICAM1,UP,UP,Shared_Up,Shared
ENSG00000107551,0.790555202885617,0.0005444264134707,0.320560812546914,0.115372213395224,RASSF4,UP,NS,Unique_Up,Unique_to_130
ENSG00000114648,0.588257906375218,0.0005451910675038,0.693190212162918,1.52350934088893e-08,KLHL18,UP,UP,Shared_Up,Shared
ENSG00000164488,1.83009368236699,0.0005451910675038,0.920664308046269,0.018746015138402,DACT2,UP,UP,Shared_Up,Shared
ENSG00000116539,-0.238894106601422,0.0005717560516062,0.474897286759978,0.0062344815877315,ASH1L,DOWN,UP,Contradictory,UP_in_135_DOWN_in_130
ENSG00000158234,1.06876909572762,0.0005717560516062,0.176624278433569,0.359383288627151,FAIM,UP,NS,Unique_Up,Unique_to_130
ENSG00000065833,2.08198511444315,0.0005717560516062,1.53420144808339,4.02527303571251e-06,ME1,UP,UP,Shared_Up,Shared
ENSG00000106683,0.956014126439401,0.0005717560516062,0.892131900307734,2.74295117759352e-05,LIMK1,UP,UP,Shared_Up,Shared
ENSG00000298678,4.02597631875768,0.0005717560516062,-1.87211948856319,0.0241764422826617,ENSG00000298678,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000110328,0.976518443752728,0.0005717560516062,0.988143239634171,6.89933128274937e-08,GALNT18,UP,UP,Shared_Up,Shared
ENSG00000040531,0.628871360714695,0.0005717560516062,0.803864414963639,5.234247403969281e-10,CTNS,UP,UP,Shared_Up,Shared
ENSG00000254986,0.723012306382345,0.000585969285751,0.999272915292448,7.23224263641587e-16,DPP3,UP,UP,Shared_Up,Shared
ENSG00000114346,1.14327114822784,0.0005900858429435,0.670541728095438,0.0389301793654243,ECT2,UP,UP,Shared_Up,Shared
ENSG00000170854,0.458553424823495,0.000595023628551,0.607907091013381,4.13882693540294e-07,RIOX2,UP,UP,Shared_Up,Shared
ENSG00000108602,2.60784350942616,0.0005959625626493,3.45414797255821,1.5029165965042e-13,ALDH3A1,UP,UP,Shared_Up,Shared
ENSG00000171747,2.20671334130313,0.0006015085659662,2.24296676219023,2.02487095962441e-11,LGALS4,UP,UP,Shared_Up,Shared
ENSG00000168374,0.807226343193154,0.0006049486285441,-0.294691613973267,0.0882759501498005,ARF4,UP,NS,Unique_Up,Unique_to_130
ENSG00000126787,2.13213754685271,0.0006049486285441,1.44782395569234,0.001535087993003,DLGAP5,UP,UP,Shared_Up,Shared
ENSG00000125753,0.93190097616207,0.0006124321071066,-0.175826051596526,0.315849375273442,VASP,UP,NS,Unique_Up,Unique_to_130
ENSG00000112320,0.939949207804859,0.000660780981036,-0.640417754267652,0.0100674797947942,SOBP,UP,DOWN,Contradictory,UP_in_130_DOWN_in_135
ENSG00000101230,1.32383815566117,0.000660780981036,1.15179217427406,5.10888876259304e-08,ISM1,UP,UP,Shared_Up,Shared
ENSG00000112685,0.508087658696628,0.000668111546838,0.408467008780831,0.0073480501651827,EXOC2,UP,UP,Shared_Up,Shared
