human_id,Symbol,Pattern,Status_Hoang_et_al,Hoang_et_al_lfc,Hoang_et_al_padj,Status_Govaere_et_al,Govaere_et_al_lfc,Govaere_et_al_padj,Status_In_house_MCD,In_house_MCD_lfc,In_house_MCD_padj,Status_External_MCD_1,External_MCD_1_lfc,External_MCD_1_padj,Status_External_MCD_2,External_MCD_2_lfc,External_MCD_2_padj
ENSG00000172893,DHCR7,"UP in 2 (Hoang_et_al,Govaere_et_al) | DOWN in 1 (External_MCD_1)",UP,1.00866518348526,0.0908576606527116,UP,1.28333506305143,4.44792346431334e-06,NS,-0.4966212803814557,0.0260924663311991,DOWN,-1.5883474606847088,5.9719767789235175e-16,NS,-0.671678424391799,0.0793296912736102
ENSG00000182890,GLUD2,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,0.255955082374205,0.386513861353565,UP,1.05311673346049,1.00591047627964e-06,NS,-0.033394451562972,0.8849161812589974,NS,-0.1913204414754406,0.1816038650936259,DOWN,-1.02114061490034,0.0029910536219473
ENSG00000198203,SULT1C2,UP in 1 (In_house_MCD) | DOWN in 1 (External_MCD_2),NS,1.05278737227355,0.24726049659141,NS,1.58511294622312,0.0089649111444713,UP,1.4535036730079307,2.091858959625517e-09,NS,0.1059203091392017,0.7665272744188932,DOWN,-1.439035410312736,0.0003406458191109
ENSG00000162522,NHSL3,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,0.343398820702528,0.453882737321472,UP,0.910662621868731,3.09216022613648e-06,NS,0.3275531703620589,0.2711614539211953,NS,0.1561517094955952,0.4304907252197542,DOWN,-0.9660693836435328,0.0014616435083355
ENSG00000137965,IFI44,UP in 1 (In_house_MCD) | DOWN in 1 (External_MCD_2),NS,0.738787993119048,0.314597149327261,NS,-0.353182099971546,0.195612270938175,UP,1.243451663902274,1.5068533120861985e-06,NS,-0.359758119223015,0.3076159217001771,DOWN,-1.500496280350674,0.004804848449181
ENSG00000291309,LY6S,"UP in 1 (In_house_MCD) | DOWN in 2 (External_MCD_1,External_MCD_2)",NS,0.60603616294144,0.165403521818842,NS,-0.214489369974695,0.762472934282555,UP,2.141983127385919,3.235592542124825e-09,DOWN,-1.4569903107867763,4.891807748722845e-13,DOWN,-1.5192140630222042,2.0324600012662244e-07
ENSG00000218336,TENM3,UP in 1 (In_house_MCD) | DOWN in 1 (External_MCD_2),NS,-0.931417120765547,0.267413907305364,NS,-1.58500244581671,0.0118993210520703,UP,0.821862716279287,0.0049886185733046,NS,0.1914806179309847,0.7490497854092528,DOWN,-1.1792757625808616,0.0018789722773719
ENSG00000162642,C1orf52,UP in 1 (External_MCD_1) | DOWN in 1 (Govaere_et_al),NS,0.139747428233508,0.338422896619907,DOWN,-0.876684272098915,1.51482983558173e-11,NS,0.2321120304573754,0.2543536076414019,UP,0.8253905767066314,1.6913626223595194e-07,NS,-0.2048094698046313,0.7212689361244456
ENSG00000112299,VNN1,"UP in 2 (In_house_MCD,External_MCD_1) | DOWN in 1 (External_MCD_2)",NS,0.668416101776973,0.045060344582448,NS,-0.146942648002718,0.632527920764619,UP,1.000636383502821,2.20364546905754e-05,UP,1.4029043629200997,0.0100382501771699,DOWN,-1.195441133863662,0.0002160789699469
ENSG00000106290,TAF6,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,0.279043051700364,0.190809312611856,UP,1.2175999928117,7.37295980617487e-11,NS,-0.0400274941262122,0.8412475207969687,NS,-0.4033741814037052,0.0476638696992962,DOWN,-1.01846019203107,0.0299048027897762
ENSG00000119938,PPP1R3C,"UP in 1 (Govaere_et_al) | DOWN in 3 (In_house_MCD,External_MCD_1,External_MCD_2)",NS,-0.0179336983342388,0.977574654806651,UP,1.86272051541799,2.11548145024775e-10,DOWN,-1.6326919687759394,5.881784075919321e-06,DOWN,-2.404024229431888,1.1550027625737068e-14,DOWN,-1.824902670155457,0.0005951527940767
ENSG00000138131,LOXL4,"UP in 2 (Hoang_et_al,Govaere_et_al) | DOWN in 1 (External_MCD_1)",UP,1.66201199255049,0.0194521556161586,UP,2.05939524344927,4.48217745342638e-06,NS,-0.3848883202481945,0.2341767282890234,DOWN,-2.776087863447383,0.0001415490836081,NS,-0.2473676191245421,0.8629506015022118
ENSG00000133169,BEX1,"UP in 3 (In_house_MCD,External_MCD_1,External_MCD_2) | DOWN in 1 (Govaere_et_al)",NS,0.57252677791055,0.470919685707754,DOWN,-0.848909723782669,0.007457011511737,UP,5.921401942579647,1.0768681536032696e-18,UP,4.789580447175659,1.014590411126175e-17,UP,2.5753333065053634,0.0005382357388511
ENSG00000183723,CMTM4,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,0.343475599035162,0.0917718428991957,UP,1.1182454720126,4.08616449375166e-13,NS,-0.1391795756626301,0.5228431598606541,NS,-0.553485796611782,1.389524770159998e-05,DOWN,-0.8648481155252297,0.0278461832801804
ENSG00000171051,FPR1,UP in 1 (Hoang_et_al) | DOWN in 1 (External_MCD_1),UP,0.919814907516777,0.0962513494327232,NS,0.390303374199796,0.445443643691511,NS,0.5480331470588712,0.0215440844893692,DOWN,-1.0306392168126448,0.0002952315007246,NS,0.5691452893216804,0.5363853412151933
ENSG00000146233,CYP39A1,"UP in 2 (In_house_MCD,External_MCD_1) | DOWN in 1 (External_MCD_2)",NS,-0.422025615801448,0.1684045431038,NS,-0.20628547752899,0.338100327713342,UP,1.9086980856674576,1.9866698810841108e-10,UP,1.3520725702555716,1.7430780455494987e-05,DOWN,-1.667220891152673,5.204644682310648e-07
ENSG00000242366,UGT1A8,"UP in 2 (In_house_MCD,External_MCD_1) | DOWN in 1 (External_MCD_2)",NS,-0.550895631181904,0.719488704426578,NS,,,UP,1.4214868500561275,1.0128984522082106e-06,UP,2.037331586291966,1.828650583584709e-09,DOWN,-2.84154639016874,6.044064726602614e-10
ENSG00000126522,ASL,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_1),NS,-0.212711410694708,0.461895003030108,UP,1.30712365359819,1.23959478004716e-14,NS,-0.1238699558134789,0.6470948630579417,DOWN,-1.0309391162418955,2.454475769967685e-17,NS,-0.5847491080840252,0.2192345904427897
ENSG00000243649,CFB,"UP in 2 (Govaere_et_al,In_house_MCD) | DOWN in 1 (External_MCD_2)",NS,0.0496220820641646,0.900961914737231,UP,1.15221281764622,1.68484999859961e-07,UP,0.8439039880351157,0.001903188913434,NS,-0.3358553577272145,0.2070827368283527,DOWN,-1.850253473682654,0.0005013777338089
ENSG00000118418,HMGN3,UP in 1 (External_MCD_2) | DOWN in 1 (Govaere_et_al),NS,-0.0881075000571767,0.740680609622079,DOWN,-0.80200533600381,3.61989806718497e-07,NS,-0.3197379741758539,0.2052695149591898,NS,0.1055815146439219,0.8584511059707894,UP,2.13829059129544,0.0075187340117702
ENSG00000140961,OSGIN1,"UP in 2 (Govaere_et_al,External_MCD_1) | DOWN in 1 (External_MCD_2)",NS,-0.460086329877015,0.25769099477128,UP,1.25350946500653,1.72859065421181e-06,NS,0.5849194343695969,0.0243930160870856,UP,0.9141136240368471,0.0063016217921236,DOWN,-0.8975366015986743,0.0352394595283535
ENSG00000196344,ADH7,UP in 1 (In_house_MCD) | DOWN in 1 (External_MCD_2),NS,-0.0551076392122751,0.957807737482285,NS,-0.897371456617768,0.0034426185828498,UP,2.134341959796762,1.1151318892734041e-12,NS,-0.1549930230813437,0.5020600033937848,DOWN,-1.0530499380644285,0.027122750545162
ENSG00000135423,GLS2,"UP in 1 (Govaere_et_al) | DOWN in 2 (In_house_MCD,External_MCD_1)",NS,-0.746472155064723,0.0742323699741623,UP,1.52576450775613,4.68734129406533e-07,DOWN,-1.1536344609968028,3.620655652702032e-07,DOWN,-1.6433002763213067,2.476617888648878e-19,NS,-0.5329961637088528,0.1838685915228973
ENSG00000067064,IDI1,"UP in 1 (Hoang_et_al) | DOWN in 3 (In_house_MCD,External_MCD_1,External_MCD_2)",UP,1.40910140910869,0.0415798998231301,NS,0.567358340616028,0.176952706228,DOWN,-1.0598658962621852,2.1091167489498563e-05,DOWN,-1.6147432703358295,8.060200141466568e-15,DOWN,-3.1383308370158733,1.2374643279524122e-14
ENSG00000118515,SGK1,"UP in 4 (Hoang_et_al,In_house_MCD,External_MCD_1,External_MCD_2) | DOWN in 1 (Govaere_et_al)",UP,1.17090203639591,1.4307796946864e-05,DOWN,-0.94769867761494,3.88011167140932e-06,UP,1.414645166703543,3.2214533123407325e-11,UP,1.0732606724229306,0.0032734430307779,UP,1.581389530748049,1.941252415605796e-05
ENSG00000167291,TBC1D16,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,-0.0094022623965131,0.981492447188822,UP,1.43723565906833,3.42363971871423e-30,NS,0.2120314400515701,0.4211578011920559,NS,-0.5227054977662002,3.319136127936423e-05,DOWN,-0.914492040908444,0.0039195973793284
ENSG00000196187,TMEM63A,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_1),NS,0.438966550506341,0.0484114181584907,UP,1.40703084066428,6.66784685821148e-19,NS,-0.4953671562269337,0.0391583982946422,DOWN,-1.6774083258136812,7.951851254209124e-23,NS,-0.1550198608639116,0.8193060636956175
ENSG00000214435,AS3MT,UP in 1 (In_house_MCD) | DOWN in 1 (External_MCD_2),NS,-0.402608734872216,0.62558946342241,NS,1.55413577717172,0.0047135832486732,UP,0.8087795587321318,4.361777497529405e-05,NS,0.0889048252692894,0.6821640686683335,DOWN,-0.9728221508683842,0.0023965449634533
ENSG00000106258,CYP3A5,"UP in 1 (External_MCD_2) | DOWN in 3 (Govaere_et_al,In_house_MCD,External_MCD_1)",NS,-0.173177911171294,0.679895669800249,DOWN,-0.88855583633323,0.0010231215267903,DOWN,-1.20813956364834,1.7061414080606498e-14,DOWN,-1.453064168157251,8.020264518849624e-21,UP,5.022399153293872,2.1138278548162277e-34
ENSG00000144560,VGLL4,"UP in 1 (Govaere_et_al) | DOWN in 2 (External_MCD_1,External_MCD_2)",NS,0.088794860451152,0.689491058823604,UP,0.969564088571302,3.54560293246624e-10,NS,-0.670824800313506,0.0014568851037796,DOWN,-1.2795579988229566,5.442905373633623e-17,DOWN,-1.1076622205459226,0.0025070098105732
ENSG00000004799,PDK4,"UP in 3 (In_house_MCD,External_MCD_1,External_MCD_2) | DOWN in 1 (Govaere_et_al)",NS,-0.451181550576616,0.240456785880229,DOWN,-1.69551710970677,9.834893931576859e-11,UP,0.982065176201804,0.0044206126013725,UP,1.5536997187087844,0.0177932271738952,UP,2.047765347395159,0.0209355277524437
ENSG00000129250,KIF1C,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,0.313187439401867,0.0696651107022905,UP,0.953588578029281,4.56736725770064e-10,NS,-0.0748627001492776,0.7494522704292506,NS,-0.3872998803011258,5.565442633451051e-05,DOWN,-0.9280101498821604,0.0034867337446027
ENSG00000189376,C8orf76,UP in 1 (In_house_MCD) | DOWN in 1 (Govaere_et_al),NS,0.312102389004224,0.159975698913095,DOWN,-1.07835800068611,1.48583963436041e-07,UP,0.8798359892829941,0.000228697954805,NS,0.7832360924693467,4.7729339035552e-05,NS,0.605973373146665,0.2088537021600894
ENSG00000142871,CCN1,UP in 1 (External_MCD_2) | DOWN in 1 (Govaere_et_al),NS,0.601915699012664,0.366847224978191,DOWN,-2.66730709132765,3.3273451370665797e-16,NS,-0.0976470411000802,0.7287287711951026,NS,0.4433926892849676,0.1970247012254712,UP,0.8145674842527243,0.0514945423995286
ENSG00000138166,DUSP5,"UP in 3 (In_house_MCD,External_MCD_1,External_MCD_2) | DOWN in 1 (Govaere_et_al)",NS,0.378546129532475,0.089839475171517,DOWN,-1.24010107353088,1.76366723409797e-16,UP,1.941875224931523,1.3299807608537358e-10,UP,2.421453681383277,1.0521567368484852e-12,UP,1.3631688598347829,0.0046957785129228
ENSG00000099337,KCNK6,UP in 1 (External_MCD_2) | DOWN in 1 (Govaere_et_al),NS,0.270166449388944,0.272097560556848,DOWN,-0.823351162026802,0.0032564337447108,NS,0.6852875649524867,0.0005233514244577,NS,0.5480013854166259,0.0308791974432256,UP,1.3161705866502496,0.0063386126921413
ENSG00000148795,CYP17A1,"UP in 1 (In_house_MCD) | DOWN in 2 (External_MCD_1,External_MCD_2)",NS,-0.245511269228586,0.81816524444643,NS,-0.93179753945712,0.115687433268587,UP,0.959331363836852,0.0051074029655373,DOWN,-3.4053159977226244,0.0003868456152695,DOWN,-1.9391113979267685,0.0002226534481443
ENSG00000160870,CYP3A7,"UP in 1 (External_MCD_2) | DOWN in 2 (In_house_MCD,External_MCD_1)",NS,0.803117789092673,0.349218809347994,NS,-0.416322705063862,0.440292085175172,DOWN,-1.20813956364834,1.7061414080606498e-14,DOWN,-1.453064168157251,8.020264518849624e-21,UP,5.022399153293872,2.1138278548162277e-34
ENSG00000137801,THBS1,"UP in 3 (In_house_MCD,External_MCD_1,External_MCD_2) | DOWN in 1 (Govaere_et_al)",NS,0.785688237632904,0.123427397681242,DOWN,-2.08227996306553,2.89367013489578e-10,UP,2.435754857343151,5.186499306153953e-13,UP,1.995823506291983,9.100577260761488e-07,UP,1.2634037599955226,0.0331135411170738
ENSG00000150625,GPM6A,"UP in 2 (External_MCD_1,External_MCD_2) | DOWN in 1 (Govaere_et_al)",NS,-0.118486310760381,0.70052709526396,DOWN,-0.89288515911215,0.0033713891583971,NS,0.2199848714714268,0.4556824288978043,UP,1.0242254441149274,0.0894857856133522,UP,1.973260344142404,0.0299977590070863
ENSG00000130173,ANGPTL8,"UP in 3 (Hoang_et_al,Govaere_et_al,In_house_MCD) | DOWN in 1 (External_MCD_2)",UP,0.973247463017435,0.0074982378685376,UP,1.82026967926954,1.00376090808719e-09,UP,1.374534995710849,4.763987545813698e-05,NS,0.303303538465846,0.5526599377362952,DOWN,-1.8059178448082367,7.880281496798713e-06
ENSG00000132326,PER2,UP in 1 (In_house_MCD) | DOWN in 1 (Govaere_et_al),NS,-0.266909100565976,0.389049269480436,DOWN,-0.847922972978978,2.50801669880178e-09,UP,0.8040114937411637,0.0268583941634123,NS,0.5846218249651118,0.4551610819669832,NS,0.5075529088809368,0.4182220163232522
ENSG00000115085,ZAP70,"UP in 1 (External_MCD_2) | DOWN in 2 (In_house_MCD,External_MCD_1)",NS,0.430218634798923,0.154630377269468,NS,0.169359987757756,0.700439238075454,DOWN,-1.043608604888671,1.1666515189185033e-07,DOWN,-2.067849335669232,2.3200087466360504e-21,UP,1.6198672638829652,0.0032034574990106
ENSG00000204482,LST1,"UP in 2 (Hoang_et_al,External_MCD_2) | DOWN in 1 (Govaere_et_al)",UP,0.878384511243542,0.0896686326244299,DOWN,-0.815999619258598,0.0006252634803561,NS,0.7022272226849166,0.0107302491261312,NS,-0.0849368104560368,0.8400792098547337,UP,1.61584190565132,0.0667154463216037
ENSG00000164855,TMEM184A,"UP in 1 (Govaere_et_al) | DOWN in 2 (In_house_MCD,External_MCD_1)",NS,0.0648841986520635,0.847871084162126,UP,0.854362723594981,0.000885269802525,DOWN,-0.9308617206979272,9.895414647398762e-06,DOWN,-0.8882132899871573,4.1428314784314067e-11,NS,-0.6307576201860323,0.0744104665150647
ENSG00000176919,C8G,"UP in 1 (Govaere_et_al) | DOWN in 2 (In_house_MCD,External_MCD_1)",NS,0.351726813113474,0.304210344366668,UP,0.946061134008978,2.04280715626024e-05,DOWN,-0.9649021444743512,0.000436216203284,DOWN,-2.0673358638020645,5.4824401229988205e-49,NS,-0.7830139436457905,0.0223063827246258
ENSG00000164406,LEAP2,UP in 1 (Hoang_et_al) | DOWN in 1 (External_MCD_2),UP,0.815233072308022,0.0232030142438577,NS,0.0939128998194089,0.684084100259475,NS,0.1098090247044507,0.7591851886807697,NS,-0.6875635017440529,0.0018903239153682,DOWN,-1.011162099337564,0.0528183709997252
ENSG00000134258,VTCN1,UP in 1 (Govaere_et_al) | DOWN in 1 (In_house_MCD),NS,0.858789790135998,0.471800808052402,UP,1.57979021501344,0.0010839168974957,DOWN,-0.8466484747613053,0.0002896722322491,NS,0.5974135504854207,0.375769988845243,NS,2.061581329979654,0.3449826185898651
ENSG00000188042,ARL4C,UP in 1 (External_MCD_2) | DOWN in 1 (Govaere_et_al),NS,0.798459255368112,0.0275047058533753,DOWN,-0.826550312698543,8.41597785896825e-05,NS,0.6422301967978555,0.00385561003702,NS,0.5364241308086443,0.0761411288536573,UP,1.5630774838744774,0.0040673904928068
ENSG00000137491,SLCO2B1,"UP in 1 (Govaere_et_al) | DOWN in 2 (External_MCD_1,External_MCD_2)",NS,-0.152561236022433,0.546656659946245,UP,1.25329824774489,7.477665461831049e-16,NS,-0.2796010802240734,0.2720148741456841,DOWN,-1.5504909474351949,9.146155588655025e-08,DOWN,-0.9440570944907823,0.008776168828072
ENSG00000185339,TCN2,UP in 1 (Govaere_et_al) | DOWN in 1 (External_MCD_2),NS,0.271185605346143,0.413011417427392,UP,0.932649653865685,1.60615622894209e-06,NS,0.2191995638614815,0.4128347359187615,NS,-0.4405815757046001,0.0562470395279701,DOWN,-0.9176913105564304,0.0018447686887832
ENSG00000143507,DUSP10,UP in 1 (External_MCD_1) | DOWN in 1 (Govaere_et_al),NS,-0.0795331437518733,0.81736150393214,DOWN,-1.20345537919191,1.0324994404614e-16,NS,0.5460617022701004,0.0117937225790516,UP,0.9036689615645614,0.0001268514386791,NS,0.4325300915905575,0.4958476095450691
ENSG00000130755,GMFG,UP in 1 (External_MCD_2) | DOWN in 1 (Govaere_et_al),NS,0.698900593954402,0.0992971341300303,DOWN,-0.8121749835236,7.23522561932945e-06,NS,0.0995337213221132,0.7447476223637925,NS,-0.322082734558943,0.2815288074186627,UP,1.3352155035343989,0.0065067651791223
ENSG00000174837,ADGRE1,UP in 1 (In_house_MCD) | DOWN in 1 (Govaere_et_al),NS,0.45702424951803,0.470919685707754,DOWN,-0.988263107334995,0.0353085413654223,UP,1.1968308848703857,3.9800854014637174e-09,NS,0.0191674002220708,0.9447369342002248,NS,1.476928551679234,0.3315252228120867
