gene_id,gene_symbol
ENSG00000169372.13,CRADD
ENSG00000235453.12,SMIM27
ENSG00000185291.12,IL3RA
ENSG00000198755.11,RPL10A
ENSG00000100902.11,PSMA6
ENSG00000281691.1,RBM5-AS1
ENSG00000173914.12,RBM4B
ENSG00000126261.13,UBA2
ENSG00000187961.15,KLHL17
ENSG00000135365.17,PHF21A
ENSG00000136158.12,SPRY2
ENSG00000100815.12,TRIP11
ENSG00000100095.19,SEZ6L
ENSG00000148950.11,IMMP1L
ENSG00000155980.13,KIF5A
ENSG00000268043.9,NBPF12
ENSG00000204334.8,ERICH2
ENSG00000204314.12,PRRT1
ENSG00000100565.16,LRRC74A
ENSG00000229427.1,ANKRD26P4
ENSG00000152926.17,ZNF117
ENSG00000090238.12,YPEL3
ENSG00000134365.15,CFHR4
ENSG00000163607.18,GTPBP8
ENSG00000005156.12,LIG3
ENSG00000160191.18,PDE9A
ENSG00000234751.1,RPL15P16
ENSG00000130935.10,NOL11
ENSG00000285427.1,SOD2-OT1
ENSG00000293354.1,LOC124903167
ENSG00000267414.1,SETBP1-DT
ENSG00000293210.2,SSR4P1
ENSG00000177842.12,ZNF620
ENSG00000242802.9,AP5Z1
ENSG00000260840.3,LINC01964
ENSG00000293477.2,CRYZL2P
ENSG00000228369.2,TXNDC12-AS1
ENSG00000241511.1,RPS15AP24
ENSG00000207719.1,MIR623
ENSG00000259411.1,HNRNPA1P45
ENSG00000146376.11,ARHGAP18
ENSG00000173862.4,FLJ20712
ENSG00000168000.16,BSCL2
ENSG00000205436.8,EXOC3L4
ENSG00000263002.8,ZNF234
ENSG00000187848.15,P2RX2
ENSG00000143319.18,ISG20L2
ENSG00000136059.16,VILL
ENSG00000201643.1,SNORA14A
ENSG00000078246.17,TULP3
ENSG00000228824.9,MIR4500HG
ENSG00000180263.14,FGD6
ENSG00000081870.12,IFT25
ENSG00000227170.1,TRPS1-AS1
ENSG00000197191.7,CYSRT1
ENSG00000096746.18,HNRNPH3
ENSG00000254629.1,LOC100420800
ENSG00000170954.12,ZNF415
ENSG00000258525.2,LOC100506071
ENSG00000217896.2,ZNF839P1
ENSG00000134698.11,AGO4
ENSG00000119820.11,YIPF4
ENSG00000152128.13,TMEM163
ENSG00000253093.1,RNA5SP179
ENSG00000160298.18,C21orf58
ENSG00000260456.7,C16orf95
ENSG00000291217.2,LINC01347
ENSG00000188725.8,SMIM15
ENSG00000164935.6,DCSTAMP
ENSG00000222162.1,RN7SKP151
ENSG00000187726.9,DNAJB13
ENSG00000123892.12,RAB38
ENSG00000140988.16,RPS2
ENSG00000143977.14,SNRPG
ENSG00000138326.21,RPS24
ENSG00000237424.1,FOXD2-AS1
ENSG00000117335.21,CD46
ENSG00000169116.11,PARM1
ENSG00000167005.14,NUDT21
ENSG00000150776.18,NKAPD1
ENSG00000133958.14,UNC79
ENSG00000276524.2,LINC03065
ENSG00000251022.6,THAP9-AS1
ENSG00000281404.2,LINC01176
ENSG00000108582.12,CPD
ENSG00000087128.10,TMPRSS11E
ENSG00000125148.7,MT2A
ENSG00000164330.18,EBF1
ENSG00000196204.13,RNF216P1
ENSG00000082996.20,RNF13
ENSG00000293320.1,RPL9P8
ENSG00000186088.16,GSAP
ENSG00000154134.15,ROBO3
ENSG00000253309.7,SERPINE3
ENSG00000066654.14,THUMPD1
ENSG00000240898.1,RPL21P125
ENSG00000184277.13,TM2D3
ENSG00000228382.4,ITPKB-IT1
ENSG00000139971.15,ARMH4
ENSG00000222810.1,RNU2-68P
ENSG00000249906.2,NGFR-AS1
ENSG00000242853.3,RN7SL749P
ENSG00000150676.13,CCDC83
ENSG00000116984.15,MTR
ENSG00000107201.12,RIGI
ENSG00000065183.16,WDR3
ENSG00000136942.15,RPL35
ENSG00000169495.5,HTRA4
ENSG00000233668.1,RPS8P9
ENSG00000169126.16,ODAD2
ENSG00000285662.3,FAM245B
ENSG00000233469.1,ST6GALNAC4P1
ENSG00000183662.12,TAFA1
ENSG00000070808.17,CAMK2A
ENSG00000197279.5,ZNF165
ENSG00000119698.12,PPP4R4
ENSG00000285077.4,ARHGAP11B
ENSG00000291140.2,AMZ2P1
ENSG00000186765.12,FSCN2
ENSG00000079313.15,REXO1
ENSG00000060237.19,WNK1
ENSG00000144057.16,ST6GAL2
ENSG00000162520.15,SYNC
ENSG00000168264.12,IRF2BP2
ENSG00000188152.13,NUTM2G
ENSG00000018236.15,CNTN1
ENSG00000090661.13,CERS4
ENSG00000154330.13,PGM5
ENSG00000229677.1,RPL17P28
ENSG00000293410.2,CASP16P
ENSG00000213963.7,LOC100130691
ENSG00000185745.10,IFIT1
ENSG00000146834.16,MEPCE
ENSG00000091879.14,ANGPT2
ENSG00000205293.6,LINC01602
ENSG00000243370.3,RN7SL775P
ENSG00000291071.2,FAM86JP
ENSG00000124678.20,TCP11
ENSG00000239291.1,RPS2P47
ENSG00000132016.12,BRME1
ENSG00000159200.18,RCAN1
ENSG00000173171.15,MTX1
ENSG00000122783.17,CYREN
ENSG00000101333.19,PLCB4
ENSG00000105227.16,PRX
ENSG00000232490.7,OSBPL10-AS1
ENSG00000130304.17,SLC27A1
ENSG00000228097.1,MTATP6P11
ENSG00000148215.4,OR5C1
ENSG00000140577.17,CRTC3
ENSG00000197124.12,ZNF682
ENSG00000119669.5,IRF2BPL
ENSG00000133019.12,CHRM3
ENSG00000173531.16,MST1
ENSG00000063244.14,U2AF2
ENSG00000016864.19,GLT8D1
ENSG00000230162.1,CT45A11P
ENSG00000235169.11,SMIM1
ENSG00000224020.4,MIR181A2HG
ENSG00000111186.13,WNT5B
ENSG00000279968.4,CCDC28A-AS1
ENSG00000229339.1,RPL7AP83
ENSG00000290755.2,LOC284379
ENSG00000134538.3,SLCO1B1
ENSG00000117242.7,PINK1-AS
ENSG00000152495.11,CAMK4
ENSG00000175536.7,LIPT2
ENSG00000123415.16,SMUG1
ENSG00000139531.13,SUOX
ENSG00000116785.15,CFHR3
ENSG00000132010.16,ZNF20
ENSG00000182518.14,VCF2
ENSG00000179743.5,SPEN-AS1
ENSG00000182389.20,CACNB4
ENSG00000153140.9,CETN3
ENSG00000196812.6,ZSCAN16
ENSG00000198680.6,TUSC1
ENSG00000137075.18,RNF38
ENSG00000241163.11,LINC00877
ENSG00000188242.4,SLC9A3-OT1
ENSG00000177738.7,ANXA2R-OT1
ENSG00000103449.13,SALL1
ENSG00000188107.15,EYS
ENSG00000197321.16,SVIL
ENSG00000204843.13,DCTN1
ENSG00000235109.8,ZSCAN31
ENSG00000212124.2,TAS2R19
ENSG00000228501.2,RPL15P18
ENSG00000223561.9,LINC03007
ENSG00000143153.14,ATP1B1
ENSG00000135898.10,GPR55
ENSG00000179023.9,KLHDC7A
ENSG00000251138.8,LINC02882
ENSG00000100441.10,KHNYN
ENSG00000166548.17,TK2
ENSG00000196704.14,AMZ2
ENSG00000164930.12,FZD6
ENSG00000184454.7,NCMAP
ENSG00000276545.1,PCDHGB9P
ENSG00000287277.3,LOC105376387
ENSG00000272913.3,LINC03052
ENSG00000206527.10,HACD2
ENSG00000169744.13,LDB2
ENSG00000112667.13,DNPH1
ENSG00000122679.8,RAMP3
ENSG00000136935.14,GOLGA1
ENSG00000276168.1,RN7SL1
ENSG00000235183.3,SRP14P3
ENSG00000115310.19,RTN4
ENSG00000204103.4,MAFB
ENSG00000170604.5,IRF2BP1
ENSG00000181036.14,FCRL6
ENSG00000291012.2,FLJ43315
ENSG00000249691.1,DPPA4P2
ENSG00000153347.10,FAM81B
ENSG00000119402.18,FBXW2
ENSG00000152219.6,ARL14EP
ENSG00000207119.2,LOC124903594
ENSG00000262516.1,DPPA3P6
ENSG00000227373.7,RABGAP1L-DT
ENSG00000260551.1,PWRN2
ENSG00000121270.16,ABCC11
ENSG00000188493.15,ACTMAP
ENSG00000117308.15,GALE
ENSG00000249695.6,LOC574538
ENSG00000249345.9,LINC02405
ENSG00000293329.2,DUXAP9
ENSG00000224678.3,GAPDHP46
ENSG00000242706.2,RPS27AP9
ENSG00000206448.3,PPIAP30
ENSG00000158470.5,B4GALT5
ENSG00000171824.14,EXOSC10
ENSG00000184374.3,COLEC10
ENSG00000139304.16,PTPRQ
ENSG00000167280.17,ENGASE
ENSG00000229994.1,RPL5P4
ENSG00000070610.14,GBA2
ENSG00000114735.10,HEMK1
ENSG00000236483.1,MTND2P40
ENSG00000228929.1,RPS13P2
ENSG00000025796.14,SEC63
ENSG00000198727.2,CYTB
ENSG00000259881.1,LOC101927793
ENSG00000258651.2,SEC23A-AS1
ENSG00000235834.1,LOC101928389
ENSG00000099899.16,TRMT2A
ENSG00000188981.11,MSANTD1
ENSG00000162434.14,JAK1
ENSG00000124608.5,AARS2
ENSG00000106415.13,GLCCI1
ENSG00000245112.3,SMARCA5-AS1
ENSG00000105695.15,MAG
ENSG00000180287.17,PLD5
ENSG00000161981.11,SNRNP25
ENSG00000088682.14,COQ9
ENSG00000120329.7,SLC25A2
ENSG00000101911.13,PRPS2
ENSG00000165355.8,FBXO33
ENSG00000271819.1,RNU6-94P
ENSG00000286369.3,LOC105369363
ENSG00000058272.19,PPP1R12A
ENSG00000087237.12,CETP
ENSG00000151366.13,NDUFC2
ENSG00000249848.1,LOC100420053
ENSG00000231871.5,IPO9-AS1
ENSG00000144362.12,PHOSPHO2
ENSG00000129810.15,SGO1
ENSG00000151117.9,TMEM86A
ENSG00000197061.5,H4C3
ENSG00000145920.15,CPLX2
ENSG00000289586.3,LOC105377294
ENSG00000148426.14,PROSER2
ENSG00000222898.1,RN7SKP97
ENSG00000121380.12,BCL2L14
ENSG00000213442.5,RPL18AP3
ENSG00000185158.13,LRRC37B
ENSG00000004776.13,HSPB6
ENSG00000089289.16,IGBP1
ENSG00000272097.3,TMEM14B-DT
ENSG00000238015.2,RPL23P3
ENSG00000091317.8,CMTM6
ENSG00000139826.6,ABHD13
ENSG00000173080.6,RXFP4
ENSG00000049245.13,VAMP3
ENSG00000280734.5,LINC00449
ENSG00000232190.4,LINC02181
ENSG00000267221.3,C17orf113
ENSG00000147274.14,RBMX
ENSG00000270900.1,NUDT19P4
ENSG00000259202.1,SMAD3-AS1
ENSG00000224470.9,ATXN1L
ENSG00000169306.11,IL1RAPL1
ENSG00000260394.3,STUB1-DT
ENSG00000162753.13,SLC9C2
ENSG00000200985.1,RNA5SP493
ENSG00000156860.16,FBRS
ENSG00000184731.6,FAM110C
ENSG00000127980.16,PEX1
ENSG00000119396.12,RAB14
ENSG00000255650.6,FAM222A-AS1
ENSG00000291103.2,MPHOSPH10P1
ENSG00000251791.1,SCARNA6
ENSG00000270641.2,TSIX
ENSG00000122678.17,POLM
ENSG00000276547.2,PCDHGB5
ENSG00000255435.8,TTC36-AS1
ENSG00000207392.1,SNORA20
ENSG00000247473.2,CARS1-AS1
ENSG00000134259.6,NGF
ENSG00000118520.16,ARG1
ENSG00000105808.19,RASA4
ENSG00000088808.18,PPP1R13B
ENSG00000265432.1,MIR4308
ENSG00000140750.17,ARHGAP17
ENSG00000198420.10,TCAF1
ENSG00000153714.6,LURAP1L
ENSG00000140416.26,TPM1
ENSG00000006210.7,CX3CL1
ENSG00000178764.8,ZHX2
ENSG00000056277.16,ZNF280C
ENSG00000242028.9,HYPK
ENSG00000112701.18,SENP6
ENSG00000284730.2,TMDD1
ENSG00000122557.11,HERPUD2
ENSG00000243749.2,TMEM35B
ENSG00000228677.1,TTC3-AS1
ENSG00000145592.14,RPL37
ENSG00000197149.5,RPS2P40
ENSG00000149403.13,GRIK4
ENSG00000185156.6,MFSD6L
ENSG00000207595.1,MIR181A2
ENSG00000259172.2,SNRPA1-DT
ENSG00000144847.13,IGSF11
ENSG00000189362.12,NEMP2
ENSG00000152763.17,DNAI4
ENSG00000143512.13,HHIPL2
ENSG00000183840.8,GPR39
ENSG00000173917.11,HOXB2
ENSG00000230424.4,EMC1-AS1
ENSG00000211701.2,TRGV1
ENSG00000291081.2,FAM86HP
ENSG00000167523.15,SPATA33
ENSG00000108298.12,RPL19
ENSG00000182141.11,ZNF708
ENSG00000236526.2,BTBD3-AS1
ENSG00000271826.5,PLS3-AS1
ENSG00000163975.14,MELTF
ENSG00000256138.1,ZKSCAN7P1
ENSG00000126368.6,NR1D1
ENSG00000089916.18,GPATCH2L
ENSG00000008382.16,MPND
ENSG00000158270.12,COLEC12
ENSG00000163352.6,LENEP
ENSG00000265485.9,LINC01915
ENSG00000159761.15,C16orf86
ENSG00000228495.4,LINC01013
ENSG00000126106.14,TMEM53
ENSG00000228016.2,RAPGEF4-AS1
ENSG00000164933.13,SLC25A32
ENSG00000172890.13,NADSYN1
ENSG00000232860.11,SMG7-AS1
ENSG00000188672.19,RHCE
ENSG00000252297.1,RNU6-875P
ENSG00000153002.12,CPB1
ENSG00000163933.11,RFT1
ENSG00000184924.6,PTRHD1
ENSG00000168803.16,MAPDA
ENSG00000167641.11,PPP1R14A
ENSG00000159917.17,ZNF235
ENSG00000244414.8,CFHR1
ENSG00000213716.3,FABP5P5
ENSG00000227158.1,LOC644909
ENSG00000232623.2,MRAP-AS1
ENSG00000172465.14,TCEAL1
ENSG00000120925.16,RNF170
ENSG00000106714.18,CNTNAP3
ENSG00000133138.20,TBC1D8B
ENSG00000129596.5,CDO1
ENSG00000103319.12,EEF2K
ENSG00000255690.3,TRIL
ENSG00000281491.2,DNAJB5-DT
ENSG00000286112.1,KYAT1
ENSG00000248712.8,DRC12
ENSG00000127586.17,CHTF18
ENSG00000262814.8,MRPL12
ENSG00000254634.4,SMG1P6
ENSG00000175029.17,CTBP2
ENSG00000233608.5,TWIST2
ENSG00000132004.13,FBXW9
ENSG00000197238.5,H4C11
ENSG00000106560.11,GIMAP2
ENSG00000289382.3,LOC105375713
ENSG00000168488.19,ATXN2L
ENSG00000239282.8,CASTOR1
ENSG00000144649.10,GASK1A
ENSG00000132970.14,WASF3
ENSG00000278505.5,C17orf78
ENSG00000221500.1,SNORD100
ENSG00000144712.13,CAND2
ENSG00000134253.10,TRIM45
ENSG00000213988.11,ZNF90
ENSG00000187595.18,ZNF385C
ENSG00000099795.7,NDUFB7
ENSG00000114374.13,USP9Y
ENSG00000213015.9,ZNF580
ENSG00000251432.9,LINC02615
ENSG00000269155.2,LOC441179
ENSG00000206654.1,RNU6-608P
ENSG00000100147.14,CCDC134
ENSG00000120907.18,ADRA1A
ENSG00000166311.10,SMPD1
ENSG00000170989.10,S1PR1
ENSG00000223263.1,RNU6-387P
ENSG00000139697.14,SBNO1
ENSG00000107581.14,EIF3A
ENSG00000147677.12,EIF3H
ENSG00000090621.15,PABPC4
ENSG00000155066.16,PROM2
ENSG00000082293.13,COL19A1
ENSG00000056972.21,TRAF3IP2
ENSG00000213614.11,HEXA
ENSG00000226733.5,LOC100505985
ENSG00000131149.19,GSE1
ENSG00000241525.4,LOC105371430
ENSG00000152601.18,MBNL1
ENSG00000161847.15,RAVER1
ENSG00000175894.18,TSPEAR
ENSG00000172809.13,RPL38
ENSG00000176563.10,CNTD1
ENSG00000241218.1,CSP2
ENSG00000151743.11,AMN1
ENSG00000260616.7,CYLD-AS2
ENSG00000241157.1,RPL32P32
ENSG00000137648.20,TMPRSS4
ENSG00000182405.6,PGBD4
ENSG00000165832.6,TRUB1
ENSG00000134323.13,MYCN
ENSG00000168298.7,H1-4
ENSG00000143314.12,MRPL24
ENSG00000150275.20,PCDH15
ENSG00000186635.16,ARAP1
ENSG00000198900.7,TOP1
ENSG00000206561.14,COLQ
ENSG00000196711.9,ALKAL1
ENSG00000205302.7,SNX2
ENSG00000291232.2,PDE4DIPP6
ENSG00000116273.6,PHF13
ENSG00000277769.1,RBM22P4
ENSG00000039319.17,ZFYVE16
ENSG00000124164.16,VAPB
ENSG00000130595.20,TNNT3
ENSG00000126878.13,AIF1L
ENSG00000165181.17,SHOC1
ENSG00000176984.7,LOC107984399
ENSG00000243646.11,IL10RB
ENSG00000235750.10,KIAA0040
ENSG00000253177.3,LOC101926956
ENSG00000213612.3,FAM220CP
ENSG00000161533.12,ACOX1
ENSG00000160094.15,ZNF362
ENSG00000115282.21,TTC31
ENSG00000196503.5,ARL9
ENSG00000177191.3,B3GNT8
ENSG00000245598.8,DACT3-AS1
ENSG00000114491.14,UMPS
ENSG00000144290.17,SLC4A10
ENSG00000170142.12,UBE2E1
ENSG00000081051.8,AFP
ENSG00000138316.11,ADAMTS14
ENSG00000151229.13,SLC2A13
ENSG00000266072.1,MIR5693
ENSG00000196267.14,ZNF836
ENSG00000275427.1,LOC286083
ENSG00000113580.15,NR3C1
ENSG00000151208.17,DLG5
ENSG00000080493.19,SLC4A4
ENSG00000231767.5,RPS27AP5
ENSG00000168653.11,NDUFS5
ENSG00000070371.16,CLTCL1
ENSG00000165671.22,NSD1
ENSG00000174669.12,SLC29A2
ENSG00000178821.13,TMEM52
ENSG00000176946.13,THAP4
ENSG00000150627.16,WDR17
ENSG00000234222.7,LIX1L-AS1
ENSG00000246859.4,STARD4-AS1
ENSG00000178685.14,PARP10
ENSG00000197912.16,SPG7
ENSG00000277182.3,LOC100287808
ENSG00000159231.6,CBR3
ENSG00000139220.17,PPFIA2
ENSG00000072954.7,TMEM38A
ENSG00000158683.10,PKD1L1
ENSG00000176046.9,NUPR1
ENSG00000243260.3,RN7SL558P
ENSG00000181827.16,RFX7
ENSG00000144452.15,ABCA12
ENSG00000253978.3,TENM2-AS1
ENSG00000131584.19,ACAP3
ENSG00000095932.7,SMIM24
ENSG00000107929.16,LARP4B
ENSG00000005001.10,PRSS22
ENSG00000134389.11,CFHR5
ENSG00000146587.18,RBAK
ENSG00000151948.12,GLT1D1
ENSG00000204116.12,CHIC1
ENSG00000165194.15,PCDH19
ENSG00000134490.14,TMEM241
ENSG00000179454.14,KLHL28
ENSG00000199824.1,RNU6-199P
ENSG00000261697.6,LOC101928682
ENSG00000243955.6,GSTA1
ENSG00000254017.1,IGHEP2
ENSG00000178951.9,ZBTB7A
ENSG00000138759.20,FRAS1
ENSG00000197712.12,FAM114A1
ENSG00000176383.9,B3GNT4
ENSG00000072310.18,SREBF1
ENSG00000291003.2,HERC2P2
ENSG00000227249.1,LOC100422325
ENSG00000167117.10,ANKRD40CL
ENSG00000257319.2,DBX2-AS1
ENSG00000223496.3,EXOSC6
ENSG00000060971.19,ACAA1
ENSG00000121207.12,LRAT
ENSG00000177728.17,TMEM94
ENSG00000224790.4,HLCS-AS1
ENSG00000189369.9,GSPT2
ENSG00000162994.16,CLHC1
ENSG00000164610.10,RP9
ENSG00000252061.1,RNU6-415P
ENSG00000143028.9,SYPL2
ENSG00000174080.12,CTSF
ENSG00000214700.6,C12orf71
ENSG00000236039.4,LINC02889
ENSG00000112406.5,HECA
ENSG00000157259.8,GATAD1
ENSG00000151176.8,PLBD2
ENSG00000086570.13,FAT2
ENSG00000041880.15,PARP3
ENSG00000226002.1,GTF2IP14
ENSG00000198783.6,ZNF830
ENSG00000144214.10,LYG1
ENSG00000203867.9,RBM20
ENSG00000130413.16,STK33
ENSG00000238111.1,RPS13P4
ENSG00000271945.4,LOC105377862
ENSG00000181619.12,GPR135
ENSG00000253428.2,LINC01942
ENSG00000091592.17,NLRP1
ENSG00000160445.11,ZER1
ENSG00000227359.2,LINC02936
ENSG00000227542.2,MYO1B-AS1
ENSG00000232040.4,SCAND3
ENSG00000164841.5,TMEM74
ENSG00000119408.17,NEK6
ENSG00000166689.18,PLEKHA7
ENSG00000126461.15,SCAF1
ENSG00000168003.19,SLC3A2
ENSG00000124275.15,MTRR
ENSG00000179846.11,NKPD1
ENSG00000125611.16,CHCHD5
ENSG00000241684.9,ADAMTS9-AS2
ENSG00000157107.14,FCHO2
ENSG00000207378.1,RNU6-748P
ENSG00000131849.14,ZNF132
ENSG00000204160.12,ZDHHC18
ENSG00000290937.2,FAM157A
ENSG00000175470.20,PPP2R2D
ENSG00000256039.5,LINC02446
ENSG00000175595.16,ERCC4
ENSG00000138867.17,GUCD1
ENSG00000201785.1,SNORD117
ENSG00000244748.3,RN7SL153P
ENSG00000022556.16,NLRP2
ENSG00000116133.13,DHCR24
ENSG00000206585.1,RNVU1-7
ENSG00000251805.1,LOC124900541
ENSG00000189056.15,RELN
ENSG00000170265.13,ZNF282
ENSG00000130956.14,HABP4
ENSG00000221060.1,LOC124900353
ENSG00000197021.9,EOLA2
ENSG00000073350.14,LLGL2
ENSG00000168546.11,GFRA2
ENSG00000282977.1,PCBP2-OT1
ENSG00000259163.3,TTC7B-AS1
ENSG00000129933.21,MAU2
ENSG00000204967.13,PCDHA4
ENSG00000216937.14,CCDC7
ENSG00000133800.9,LYVE1
ENSG00000164073.11,MFSD8
ENSG00000234694.3,CDC20-DT
ENSG00000106125.14,MINDY4
ENSG00000247400.7,DNAJC3-DT
ENSG00000103326.12,CAPN15
ENSG00000230188.1,RPL21P83
ENSG00000226128.1,RPL26P9
ENSG00000230077.1,MTAPP2
ENSG00000286010.2,LOC105375754
ENSG00000111305.19,GSG1
ENSG00000205138.4,SDHAF1
ENSG00000100362.13,PVALB
ENSG00000118997.14,DNAH7
ENSG00000197429.11,IPP
ENSG00000166199.13,ALKBH3
ENSG00000269825.4,LOC122539214
ENSG00000156735.11,BAG4
ENSG00000137675.5,MMP27
ENSG00000207631.1,MIR641
ENSG00000241461.3,RN7SL182P
ENSG00000254607.4,LOC101929427
ENSG00000205517.13,RGL3
ENSG00000100324.14,TAB1
ENSG00000242147.4,LINC02677
ENSG00000058729.11,RIOK2
ENSG00000090924.15,PLEKHG2
ENSG00000182263.14,FIGN
ENSG00000165905.18,LARGE2
ENSG00000175826.12,CTDNEP1
ENSG00000169813.17,HNRNPF
ENSG00000273336.1,OR7M1P
ENSG00000091640.8,SPAG7
ENSG00000177800.2,TMEM78
ENSG00000179242.16,CDH4
ENSG00000247363.4,LOC100507250
ENSG00000170473.17,PYM1
ENSG00000118526.7,TCF21
ENSG00000224083.1,MTCO1P11
ENSG00000263417.7,GTSCR1
ENSG00000122778.10,KIAA1549
ENSG00000163029.16,SMC6
ENSG00000204128.6,C2orf72
ENSG00000224401.2,RPL7P57
ENSG00000100575.14,TIMM9
ENSG00000141252.21,VPS53
ENSG00000251278.1,LOC100422638
ENSG00000084092.7,NOA1
ENSG00000038295.8,TLL1
ENSG00000185332.9,TMEM105
ENSG00000117322.19,CR2
ENSG00000232192.1,KIF26B-AS1
ENSG00000138696.11,BMPR1B
ENSG00000104313.20,EYA1
ENSG00000259614.2,TUBAP12
ENSG00000167967.16,E4F1
ENSG00000134489.7,HRH4
ENSG00000267289.2,PIN1-DT
ENSG00000105287.13,PRKD2
ENSG00000180089.6,TMEM86B
ENSG00000128591.17,FLNC
ENSG00000230292.6,NAALADL2-AS3
ENSG00000135537.17,AFG1L
ENSG00000125378.16,BMP4
ENSG00000293199.1,PTENP1
ENSG00000104835.15,SARS2
ENSG00000104517.13,UBR5
ENSG00000132031.13,MATN3
ENSG00000163806.16,SPDYA
ENSG00000151923.18,TIAL1
ENSG00000073861.3,TBX21
ENSG00000214367.10,HAUS3
ENSG00000214145.9,LINC00887
ENSG00000079102.18,RUNX1T1
ENSG00000162775.17,RBM15
ENSG00000242020.3,RN7SL68P
ENSG00000134049.6,IER3IP1
ENSG00000290883.2,LOC107987091
ENSG00000185652.12,NTF3
ENSG00000242559.3,RN7SL144P
ENSG00000123610.5,TNFAIP6
ENSG00000239316.3,RN7SL11P
ENSG00000292982.2,WASH5P
ENSG00000170745.12,KCNS3
ENSG00000285517.3,LOC645485
ENSG00000171262.11,FAM98B
ENSG00000141096.6,DPEP3
ENSG00000274756.1,RPS2P50
ENSG00000134444.15,RELCH
ENSG00000173511.10,VEGFB
ENSG00000129467.14,ADCY4
ENSG00000259417.3,CTXND1
ENSG00000167384.11,ZNF180
ENSG00000164300.18,SERINC5
ENSG00000171720.10,HDAC3
ENSG00000291069.2,BMS1P1
ENSG00000127337.7,YEATS4
ENSG00000136100.14,VPS36
ENSG00000126804.14,ZBTB1
ENSG00000291105.2,MT1L
ENSG00000171490.13,RSL1D1
ENSG00000096968.14,JAK2
ENSG00000101624.11,CEP76
ENSG00000241570.8,PAQR9-AS1
ENSG00000165416.15,SUGT1
ENSG00000261638.3,LOC105371296
ENSG00000170037.14,CNTROB
ENSG00000166925.9,TSC22D4
ENSG00000116560.12,SFPQ
ENSG00000054267.22,ARID4B
ENSG00000171217.5,CLDN20
ENSG00000130770.18,ATP5IF1
ENSG00000226416.4,MRPL23-AS1
ENSG00000149256.16,TENM4
ENSG00000140104.14,CLBA1
ENSG00000256628.5,ZBTB11-AS1
ENSG00000240436.1,RPL35AP14
ENSG00000129167.11,TPH1
ENSG00000244540.2,RPL35AP29
ENSG00000255772.6,LINC01479
ENSG00000169105.8,CHST14
ENSG00000047230.15,CTPS2
ENSG00000008056.14,SYN1
ENSG00000228701.4,TNKS2-DT
ENSG00000179157.4,RPS2P28
ENSG00000103494.16,RPGRIP1L
ENSG00000234948.3,LINC01524
ENSG00000160181.9,TFF2
ENSG00000240376.1,RPS8P8
ENSG00000120253.14,NUP43
ENSG00000180846.9,CSNK1G2-AS1
ENSG00000207780.1,MIR648
ENSG00000198768.11,APCDD1L
ENSG00000135298.15,ADGRB3
ENSG00000176386.9,CDC26
ENSG00000235890.3,TSPEAR-AS1
ENSG00000201315.1,RN7SKP227
ENSG00000230789.2,ARHGAP26-IT1
ENSG00000271096.1,SUMO2P14
ENSG00000251972.1,RNU6-123P
ENSG00000255274.10,SMIM35
ENSG00000110330.10,BIRC2
ENSG00000204923.4,FBXO48
ENSG00000167912.9,TOX-DT
ENSG00000242999.3,RN7SL239P
ENSG00000023330.15,ALAS1
ENSG00000023697.13,DERA
ENSG00000271424.1,GLRX5P3
ENSG00000196581.11,AJAP1
ENSG00000163811.12,WDR43
ENSG00000249170.1,LOC107986208
ENSG00000245275.10,SAP30L-AS1
ENSG00000223044.1,RNU6-130P
ENSG00000273428.5,LOC105372990
ENSG00000160055.20,TMEM234
ENSG00000271045.1,NDUFB9P1
ENSG00000215022.8,LOC100130357
ENSG00000172661.20,WASHC2C
ENSG00000184361.13,SPATA32
ENSG00000189403.15,HMGB1
ENSG00000171295.13,ZNF440
ENSG00000290904.2,PDE4DIPP4
ENSG00000150938.10,CRIM1
ENSG00000118257.17,NRP2
ENSG00000109323.11,MANBA
ENSG00000279141.5,LINC01451
ENSG00000110422.12,HIPK3
ENSG00000111325.16,OGFOD2
ENSG00000229809.9,ZNF688
ENSG00000161664.7,ASB16
ENSG00000198478.9,SH3BGRL2
ENSG00000115486.13,GGCX
ENSG00000226653.3,OR13Z1P
ENSG00000104324.16,CPQ
ENSG00000261105.7,LMO7-AS1
ENSG00000222969.1,RN7SKP8
ENSG00000136250.13,AOAH
ENSG00000183323.13,CCDC125
ENSG00000156885.6,COX6A2
ENSG00000103061.13,SLC7A6OS
ENSG00000183889.13,NPIPA6
ENSG00000223324.1,RN7SKP273
ENSG00000101400.6,SNTA1
ENSG00000228069.1,MTCO3P29
ENSG00000147166.11,ITGB1BP2
ENSG00000188582.10,PAQR9
ENSG00000113595.15,TRIM23
ENSG00000164916.11,FOXK1
ENSG00000273559.5,CWC25
ENSG00000180329.14,CCDC43
ENSG00000213965.4,NUDT19
ENSG00000172264.19,MACROD2
ENSG00000165556.10,CDX2
ENSG00000173401.10,GLIPR1L1
ENSG00000100558.9,PLEK2
ENSG00000288675.1,PANO1
ENSG00000117151.13,CTBS
ENSG00000203910.9,C1orf146
ENSG00000166886.13,NAB2
ENSG00000256092.5,SBNO1-AS1
ENSG00000141293.17,SKAP1
ENSG00000130812.11,ANGPTL6
ENSG00000159167.12,STC1
ENSG00000148175.13,STOM
ENSG00000222108.1,RNA5SP317
ENSG00000110171.21,TRIM3
ENSG00000165300.8,SLITRK5
